"logFC"	"P.Value"	"adj.P.Val"
"TUBA1A"	4.17226507739499	3.32336903709168e-05	0.00091916246650104
"RACGAP1"	3.68814336240489	3.33042448703906e-05	0.00091916246650104
"PPP1R14B"	3.37688914455478	3.34077320891784e-05	0.000919623752418474
"DLG5"	3.64346538330244	3.37067762844063e-05	0.000921405590247218
"POLH"	3.48510462569649	3.37778480739622e-05	0.000921405590247218
"MEX3C"	3.52293206166449	3.38006264476273e-05	0.000921405590247218
"HNRNPH1"	3.47837946775433	3.38202278360226e-05	0.000921405590247218
"ZNF528"	3.62299692394204	3.40780875272629e-05	0.000923183091801
"IVNS1ABP"	3.71594363537683	3.41234856672298e-05	0.000923183091801
"DOK4"	3.94686001577356	3.41467986399313e-05	0.000923183091801
"SBK1"	4.30885084644109	3.45329712542152e-05	0.000930771442412793
"ZNF845"	3.79292313106469	3.46031277892659e-05	0.000930771442412793
"TNPO1"	3.59920712506153	3.52031651661449e-05	0.000944514289698237
"MC1R"	3.71852007822802	3.55263693691987e-05	0.000950778945895877
"PROM1"	3.68099356575483	3.58249266400136e-05	0.000951205447551956
"ATAD2"	3.63142819963279	3.58292949269845e-05	0.000951205447551956
"NONO"	3.58190407873575	3.59288082388472e-05	0.000951205447551956
"ZNF761"	3.57183120101886	3.6006768350394e-05	0.000951205447551956
"XRN2"	3.59782382258944	3.60146350949006e-05	0.000951205447551956
"DCC"	4.27725346834389	3.60808256195401e-05	0.000951205447551956
"AGO4"	3.86045150915055	3.62436661700177e-05	0.000953127479081508
"ND1"	-4.58309994137172	3.65370582382809e-05	0.000956815796050695
"SETBP1"	4.26751428007187	3.6564483619601e-05	0.000956815796050695
"LRCH1"	3.69175524238352	3.72169824785762e-05	0.000971325235007352
"RTTN"	3.98680166027555	3.73022618086424e-05	0.000971325235007352
"MAPK7"	3.50379551652323	3.75469758713146e-05	0.000975301103637727
"CD93"	3.40318603716498	3.77119400824018e-05	0.000976153751470201
"NKIRAS2"	3.47910277125058	3.78231379385691e-05	0.000976153751470201
"PAK2"	3.4152232819603	3.78561230283311e-05	0.000976153751470201
"RACK1"	3.31101167617109	3.80373680607867e-05	0.000977755094976595
"ZNF548"	3.49747525563019	3.81027414819149e-05	0.000977755094976595
"SOWAHC"	3.41907200527502	3.82986807878758e-05	0.000980409224613303
"ZNF135"	3.72837289687149	3.86229008165786e-05	0.000981671527770357
"ZNF714"	3.97982316420298	3.8665032017165e-05	0.000981671527770357
"ACVR2B"	3.97331881258945	3.88658848062329e-05	0.000981671527770357
"SEMA3A"	4.92374576381619	3.88683077168702e-05	0.000981671527770357
"ZNF3"	3.46650979663505	3.88985207617971e-05	0.000981671527770357
"RBM4B"	3.32671813955044	3.89601752896241e-05	0.000981671527770357
"LRRC3B"	3.52190344563962	3.90534754859988e-05	0.000981671527770357
"LIG1"	3.89397387612957	3.90890153537545e-05	0.000981671527770357
"ZNF559"	3.6842324909783	3.94925499772686e-05	0.000989461098484853
"MPP3"	4.47935566004835	3.96576042691131e-05	0.000991253042556746
"ST6GAL2"	3.73163884087291	3.98887101835868e-05	0.000992502425339115
"ZNF154"	3.87013895256161	3.98948889596587e-05	0.000992502425339115
"PLCE1"	3.31389348121205	4.04399385046761e-05	0.00100370601468983
"NA..1034"	3.49650596715464	4.06329209761461e-05	0.00100520427634789
"CNOT6"	3.47624931253165	4.06900013732066e-05	0.00100520427634789
"ZBTB10"	3.63255284068696	4.13236629830011e-05	0.00101848414021825
"PALMD"	3.2930809771711	4.16050323532205e-05	0.0010230397514604
"RNASEH2A"	3.52151309394793	4.17937613494198e-05	0.00102395008827034
"ATF7IP"	3.84554918243104	4.18352885658669e-05	0.00102395008827034
"FRMD3"	3.47800321390895	4.21771240051961e-05	0.00102993815715914
"MAOB"	-3.49641348170936	4.277089295525e-05	0.00104136990225822
"SP4"	3.66054458833569	4.28417887700117e-05	0.00104136990225822
"CEP95"	3.46192372126459	4.3829621922988e-05	0.00106294355409571
"RMI1"	3.80193291286191	4.43527096639478e-05	0.0010731735548368
"PATZ1"	3.37113770409729	4.46099379540469e-05	0.00107693877548289
"CTTNBP2NL"	3.6255841158861	4.496042345336e-05	0.00107946190410125
"CTBP2"	3.29006180477	4.49825896062293e-05	0.00107946190410125
"TRMT13"	3.38226753207898	4.50200190236603e-05	0.00107946190410125
"RPL39"	3.46893629638649	4.52293362141143e-05	0.00108203274310877
"NEMP1"	3.52366235723686	4.54850808725604e-05	0.00108387406545858
"PAX6"	3.41882910016571	4.55108472475057e-05	0.00108387406545858
"ZNF439"	3.97124331016646	4.5778672375289e-05	0.00108780800411057
"JUP"	3.28773251501599	4.61587346382933e-05	0.00109438539082021
"FZD7"	3.32315520171101	4.62736450708132e-05	0.00109466091620643
"BRD3"	3.68418889109272	4.66804453921079e-05	0.0011018248558253
"ZNF292"	3.81115586172088	4.71980986455116e-05	0.00111156766543363
"EPC1"	3.77782252321088	4.7334023306781e-05	0.00111229707096511
"ZNF285"	3.56406266678141	4.80050344832033e-05	0.00112518768636402
"ZNF558"	3.48913074712718	4.82541574982516e-05	0.00112518768636402
"CTTNBP2"	4.03672755874404	4.82696689988813e-05	0.00112518768636402
"DLL3"	3.31198418716684	4.83970502935818e-05	0.00112518768636402
"CRYAB"	-4.52358389743796	4.84436119444472e-05	0.00112518768636402
"BCOR"	3.6947893764351	4.86814658520306e-05	0.00112518768636402
"TLE3"	3.43704626361632	4.86863373984106e-05	0.00112518768636402
"LMNB2"	3.74851927195063	4.87319445217101e-05	0.00112518768636402
"ARID2"	3.46704267558234	4.88588728244137e-05	0.00112566178914729
"COL5A3"	-3.40505930849336	4.89759502263149e-05	0.00112566178914729
"ZNF22"	3.42838911097141	4.90711215876627e-05	0.00112566178914729
"NEDD1"	3.34190182446561	4.93065811349399e-05	0.00112785650020686
"ZSCAN12"	3.53103595427121	4.93796391862599e-05	0.00112785650020686
"LRCH2"	3.42014523754234	4.95006716965172e-05	0.00112818950245094
"CDCA7L"	3.54218895850463	5.04255323471944e-05	0.00114259165218181
"MYO5B"	5.46798002690445	5.04470756083133e-05	0.00114259165218181
"STK38"	3.2694620512668	5.04560193641336e-05	0.00114259165218181
"RIMKLB"	3.27190777623149	5.07961639492941e-05	0.0011478416749139
"EPHA3"	4.94975467882864	5.14757804944036e-05	0.00115944312595732
"RESF1"	3.53020777345585	5.15457417638951e-05	0.00115944312595732
"ZNF107"	3.55449746399153	5.16775074092801e-05	0.00115944312595732
"ZNF608"	3.46936741706042	5.17471785787706e-05	0.00115944312595732
"GABRA1"	-5.8423145157035	5.19028210412129e-05	0.00116047699872315
"USP6NL"	3.97603221274979	5.21496596730401e-05	0.00116354124887343
"VEZF1"	3.29037975679436	5.25741714663639e-05	0.00116815246274038
"LRP5"	3.32046244462819	5.25789369149784e-05	0.00116815246274038
"NA..1061"	3.4266264231918	5.26870048301472e-05	0.00116815246274038
"SLC25A18"	-3.40410139359405	5.31075965048085e-05	0.00117501943164501
"STAG1"	3.46249852986366	5.32911561414226e-05	0.00117515872303188
"STARD4.AS1"	4.56754846243183	5.33356619907845e-05	0.00117515872303188
"TIGD1"	3.38493823338075	5.37204642048183e-05	0.00118118149303457
"C15orf41"	3.45213512289266	5.39204675247188e-05	0.00118312446133948
"RPLP0"	3.26407684007686	5.41805235348452e-05	0.00118525815924527
"CACFD1"	3.29783242558876	5.42413858495902e-05	0.00118525815924527
"GAS5"	3.37663956936407	5.43893545907143e-05	0.00118604604928475
"ZNF320"	3.55922613355031	5.53906750556983e-05	0.00120540117913817
"ILF3"	3.61862037516681	5.59519997934385e-05	0.00121409196598598
"SKIDA1"	3.60405495217334	5.60191518557413e-05	0.00121409196598598
"NUP107"	3.46630268235654	5.6770938925701e-05	0.00122787430762159
"GRAMD2B"	-3.45547989016571	5.6887128855267e-05	0.00122788144930371
"CTPS2"	3.16529934831658	5.75707630206843e-05	0.00124011167986425
"PHF6"	3.55946533552396	5.79618037197611e-05	0.00124457605370431
"PPP2R3A"	3.67084827340563	5.81244501395847e-05	0.00124457605370431
"FUBP1"	3.70224357165975	5.81323459754341e-05	0.00124457605370431
"GNAI3"	3.21949798265924	5.8247756429264e-05	0.00124457605370431
"ZNF195"	3.59385590103266	5.86831350911926e-05	0.00124519023750565
"RFC4"	3.52790962686382	5.86868570233442e-05	0.00124519023750565
"CCDC77"	3.54815983137804	5.88052485920779e-05	0.00124519023750565
"PPP4R1"	3.33617625602877	5.88634587207684e-05	0.00124519023750565
"SSBP2"	3.81982412974732	5.89692883550187e-05	0.00124519023750565
"PHACTR4"	3.31802480652604	5.91526399308708e-05	0.00124519023750565
"PCNA"	3.42306963897914	5.91789278252324e-05	0.00124519023750565
"BCL11A"	4.59120976922334	5.92164445841524e-05	0.00124519023750565
"SPAG5"	3.70835704000651	5.97305419258901e-05	0.00125351343233779
"CXCL14"	-3.92972074648983	5.99067265773408e-05	0.00125445481820143
"ZNF682"	3.72446608802643	6.00121336882547e-05	0.00125445481820143
"SMC1A"	3.43790618291729	6.04203825675324e-05	0.001260502390651
"GLRA2"	5.68240992122477	6.05795668063288e-05	0.00126134037134277
"ELF2"	3.43471862799471	6.07038153113761e-05	0.00126144908758817
"DGKD"	3.58044122639508	6.10089075977139e-05	0.00126530802880738
"TRDMT1"	3.32400937071273	6.11764346111722e-05	0.00126630440236173
"SMARCAD1"	3.65211556303702	6.14243510679473e-05	0.00126895764642906
"ZNF430"	3.63239481803234	6.20965679678737e-05	0.00127804101404876
"RPS24"	3.2433306066359	6.22018144863453e-05	0.00127804101404876
"ZFP30"	3.62013603888601	6.2286204027311e-05	0.00127804101404876
"TCF12"	3.26186945161642	6.25068773638644e-05	0.00127804101404876
"LMBR1L"	3.53702717868322	6.25512991225104e-05	0.00127804101404876
"KLF11"	3.28883646367263	6.25875907049733e-05	0.00127804101404876
"MSH6"	3.67758320898036	6.29427185872762e-05	0.00128015337480261
"ZNF445"	3.66369508129427	6.30484607869646e-05	0.00128015337480261
"IFT81"	3.35129044759122	6.30983438123776e-05	0.00128015337480261
"STX2"	3.29381907995166	6.33571214992211e-05	0.00128015337480261
"ZGRF1"	4.24382987037565	6.33986638669654e-05	0.00128015337480261
"CENPV"	3.80125940747528	6.34616392821813e-05	0.00128015337480261
"NNAT"	4.51240268936724	6.35365800288899e-05	0.00128015337480261
"NA..1285"	3.30710415221822	6.37604621461183e-05	0.00128222652338627
"SYNPO"	-4.26156919410889	6.39692076241962e-05	0.0012827604307013
"DCLRE1B"	3.2958802969037	6.4225826620863e-05	0.0012827604307013
"ZNF836"	3.76302483369499	6.42655692275225e-05	0.0012827604307013
"CKAP2"	3.92783859474662	6.42711633046225e-05	0.0012827604307013
"MIDN"	3.24818785226093	6.45455539857876e-05	0.00128289868718388
"ZNF681"	3.71576397775912	6.45846446754884e-05	0.00128289868718388
"ERC1"	3.54655483191252	6.47902652523015e-05	0.00128289868718388
"PLAGL1"	3.63466446986254	6.48932171967426e-05	0.00128289868718388
"RPL10"	3.28416379196187	6.49687800386557e-05	0.00128289868718388
"ZNF711"	3.91261273340006	6.50043965859352e-05	0.00128289868718388
"EPHB2"	3.87643028450135	6.54791494722153e-05	0.00128785529281629
"DCLRE1C"	3.27187940876472	6.5498584905452e-05	0.00128785529281629
"MPPED2"	3.47568011046028	6.60713846457269e-05	0.00129346262819524
"ZNF766"	3.26353345707543	6.6093780452307e-05	0.00129346262819524
"MAML3"	3.73224488980471	6.6149909839764e-05	0.00129346262819524
"ZNF234"	3.47662239510075	6.694179290799e-05	0.00130653613487823
"SPAST"	3.58491034109829	6.75381214594429e-05	0.00131354282510914
"CHTF18"	3.56921642780373	6.75553417685611e-05	0.00131354282510914
"G2E3"	3.62250732006877	6.78979549704637e-05	0.00131354282510914
"CRMP1"	3.97854402592302	6.79773413783654e-05	0.00131354282510914
"GALNT9"	-3.89608250966302	6.80258689926108e-05	0.00131354282510914
"CHD3"	3.74394272155933	6.80444433841216e-05	0.00131354282510914
"PDIK1L"	3.96040023585677	6.82318510480819e-05	0.00131476574074104
"WNK3"	3.59317666899797	6.86930144824876e-05	0.00132124966875754
"PLIN2"	3.345677304086	6.88871298100912e-05	0.00132258297414374
"FGD4"	3.1717697253658	6.93285541370246e-05	0.00132865102485386
"H1.0"	3.40491292838943	6.96035415025306e-05	0.00133079990456313
"GAS1"	3.4077675085259	6.96918236490409e-05	0.00133079990456313
"BCL9"	3.53957978941815	6.9893562896762e-05	0.00133225176183432
"REST"	3.28699247114693	7.01529675404323e-05	0.0013347956014246
"MTF2"	3.56501519060255	7.06976085358983e-05	0.00134106040658444
"ZNF543"	3.64992791434097	7.08538439821545e-05	0.00134106040658444
"ZNF418"	3.61659463104496	7.08934975319373e-05	0.00134106040658444
"CIP2A"	4.18721549306252	7.09883834774362e-05	0.00134106040658444
"POU3F3"	3.56859134427358	7.13837822769762e-05	0.00134209723219309
"PELI1"	3.38378203213908	7.13893710649652e-05	0.00134209723219309
"ZNF43"	3.42563974542336	7.14231778596816e-05	0.00134209723219309
"PRC1"	4.19993842612467	7.21817894796943e-05	0.00135250229619149
"CDK5RAP2"	3.33347595324832	7.22321475414591e-05	0.00135250229619149
"BRWD3"	3.40034386718765	7.24736426770379e-05	0.00135376562914703
"KDM1A"	3.72892661769493	7.25550931643244e-05	0.00135376562914703
"TMEM108"	3.50608837096595	7.2739025483755e-05	0.00135468735283116
"LINC01089"	3.1089920566521	7.29409793197817e-05	0.00135468735283116
"ZNF417"	3.53768371542389	7.29879673963569e-05	0.00135468735283116
"MTSS1"	3.38754910179127	7.33620727524003e-05	0.00135925043187052
"ZKSCAN2"	3.82093555612606	7.37660510567113e-05	0.00136435010313966
"RPS15A"	3.42814734320253	7.40230664709219e-05	0.00136671856874361
"HNRNPA0"	3.55711484025237	7.42712151105181e-05	0.00136891536998482
"LOC100507564"	3.3806211105943	7.44879896862999e-05	0.0013705272824573
"PAXBP1"	3.43478204844406	7.47861349084604e-05	0.00137362817636025
"OBSCN"	3.44770311469629	7.51335261618709e-05	0.00137762129803375
"NXN"	3.13484951213678	7.54231906170261e-05	0.0013805439968208
"ZNF100"	3.42245045368836	7.57908960699282e-05	0.00138488261473983
"STYX"	3.23193908366094	7.66858637335797e-05	0.0013969079007385
"NCAPG2"	3.5707129810417	7.6828781250606e-05	0.0013969079007385
"COL4A1"	3.17607004023987	7.68444334903329e-05	0.0013969079007385
"EXOSC8"	3.13897838099655	7.78985646389031e-05	0.0014122615305903
"DBN1"	3.61638270414734	7.79946527130381e-05	0.0014122615305903
"RFX7"	3.87045242476411	7.80888145806676e-05	0.0014122615305903
"PLXNB2"	3.15052918426996	7.84389662591665e-05	0.0014150347635866
"NAA16"	3.37651212264798	7.86949921673912e-05	0.0014150347635866
"THAP2"	3.53645138025206	7.87589356142512e-05	0.0014150347635866
"PARP16"	3.2052059830366	7.87762323566801e-05	0.0014150347635866
"TRAF3IP2.AS1"	3.07471363634292	7.92792337834218e-05	0.00141855819801523
"ZFAS1"	3.10061605054842	7.94653292616996e-05	0.00141855819801523
"KMT5B"	3.34069539383652	7.95008226519355e-05	0.00141855819801523
"EFL1"	3.5124070002081	7.95354940856593e-05	0.00141855819801523
"ZFHX4"	3.05114577540615	7.96416425569979e-05	0.00141855819801523
"BTG3"	3.19322135357127	8.01199399480996e-05	0.00142355037255249
"SVIL"	3.37093410231991	8.01905616544476e-05	0.00142355037255249
"ANKRD50"	3.87574177449733	8.06991046918827e-05	0.00143018246074343
"MDM4"	3.1653374881387	8.10124608507605e-05	0.00143139874876067
"ARL6IP6"	3.10502686187521	8.10378608469902e-05	0.00143139874876067
"ZNF532"	3.21750715339506	8.16113293704455e-05	0.00143543155308424
"VIM"	3.41977921369589	8.17046222192603e-05	0.00143543155308424
"ZBED8"	3.37763809219676	8.17570937728791e-05	0.00143543155308424
"SWT1"	3.34183344832943	8.18079503739271e-05	0.00143543155308424
"LYNX1"	-4.02938722722639	8.20329894422959e-05	0.00143700102828009
"ZNF197"	3.37656921157937	8.23981700875833e-05	0.00143986131776023
"KLHL25"	3.61666723773569	8.25746197779664e-05	0.00143986131776023
"UIMC1"	3.19448593288067	8.26038574446329e-05	0.00143986131776023
"UBXN7"	3.89249230377259	8.38279576639702e-05	0.00145845442469828
"MARCKS"	3.26221527057945	8.39457632634414e-05	0.00145845442469828
"GRIP1"	4.74151496140509	8.41987012974408e-05	0.00146045472397754
"DUSP18"	3.7585248527592	8.43572103356454e-05	0.00146081326002806
"POU2F2"	3.9482679295781	8.4546082287709e-05	0.00146169556294476
"ZNF266"	3.33858958775191	8.48620313181027e-05	0.00146476841679031
"SENP7"	3.2272817609239	8.50030198690341e-05	0.00146481626759679
"DSEL"	3.40472244140958	8.61522426168073e-05	0.0014799821095811
"MTA2"	3.17387149686255	8.62200856942747e-05	0.0014799821095811
"FAM76B"	3.29343574192416	8.63763708448132e-05	0.0014799821095811
"CXADR"	4.5619323173326	8.64416801123515e-05	0.0014799821095811
"TF"	-4.22832887471738	8.67037926048082e-05	0.00148052129750152
"TUT4"	3.28224809011669	8.67525689515424e-05	0.00148052129750152
"ZNF772"	3.15897606889765	8.69287058859649e-05	0.00148114216234639
"CDKAL1"	3.25357374026512	8.72526805235301e-05	0.00148364715249641
"LRRC55"	4.94287297829438	8.76340412050936e-05	0.00148364715249641
"KHDRBS1"	3.41064721451569	8.77458785707543e-05	0.00148364715249641
"HCN3"	4.23253950556242	8.77932514606147e-05	0.00148364715249641
"ZNF8"	4.10444094454081	8.79126927008455e-05	0.00148364715249641
"BCLAF3"	3.18871666082678	8.79156833145634e-05	0.00148364715249641
"ZNF337"	3.73525096867038	8.82496867300574e-05	0.00148691602538179
"HNRNPAB"	3.36799309681193	8.85504832000975e-05	0.00148943400231933
"SFPQ"	3.42611328291467	8.8680209045433e-05	0.00148943400231933
"KIF21B"	3.60923630288058	8.9082015485392e-05	0.00149381519005409
"PCSK5"	3.24410294691954	8.96043743742037e-05	0.00150020088407237
"CEP162"	3.25385284375133	9.01708758577874e-05	0.00150628846267814
"DHFR"	3.36619210296971	9.02522337988885e-05	0.00150628846267814
"SOGA1"	3.63580535570704	9.04908275685515e-05	0.00150789589712501
"EEF1G"	3.20746892118943	9.06804988794684e-05	0.00150868434399467
"PDE10A"	4.14296135452269	9.09638232514929e-05	0.00151097001215151
"BZW2"	3.9537809351988	9.14047499062605e-05	0.00151097001215151
"RCAN2"	-4.51826981267985	9.14060322833928e-05	0.00151097001215151
"GMEB1"	3.94359293997299	9.15955043256071e-05	0.00151097001215151
"GTF2IRD1"	3.34229783517855	9.17363971132681e-05	0.00151097001215151
"PLXNB3"	-3.44482083171436	9.17641587668958e-05	0.00151097001215151
"KAT6A"	3.22781174547086	9.18158792060363e-05	0.00151097001215151
"NECAB2"	-3.52898144790152	9.20243341217509e-05	0.00151198262673967
"DOCK7"	3.04299619483192	9.21627455061167e-05	0.00151198262673967
"KLF8"	3.90348693348945	9.23593554287233e-05	0.0015128662269453
"ZNF737"	3.73090162228824	9.25927175257662e-05	0.00151434817953406
"KATNA1"	3.14340722970824	9.28464944198392e-05	0.00151573552392138
"LRIG2"	3.61841495952571	9.29635865775519e-05	0.00151573552392138
"SUPT20H"	3.25291992545232	9.31831474730022e-05	0.0015168718458781
"CCDC50"	3.08005821506488	9.33195360928968e-05	0.0015168718458781
"DEK"	3.35772846303969	9.34684393728336e-05	0.00151696557499738
"SMURF2"	3.06058276730339	9.37535885418423e-05	0.00151926686753279
"GNB4"	3.36100988495809	9.42026173158894e-05	0.00152421273025007
"MCMBP"	3.13660159846226	9.50155163604457e-05	0.00153502201583537
"ZNF700"	3.52455395644286	9.614506230011e-05	0.00155090619521547
"KDM5A"	3.21909114099969	9.63155925206729e-05	0.00155129581996063
"HNRNPF"	3.04484977542434	9.72778153864105e-05	0.00155901435490665
"SNHG29"	3.0713140658677	9.72822114524289e-05	0.00155901435490665
"RPS2"	3.09240437448356	9.73470882292871e-05	0.00155901435490665
"LATS1"	3.73183727489039	9.75242927571563e-05	0.00155901435490665
"DLL1"	3.20593652189675	9.75303375451131e-05	0.00155901435490665
"ADNP"	3.46837625241224	9.80186945986152e-05	0.00155991929834201
"FAM227A"	3.50225076916168	9.80688283051259e-05	0.00155991929834201
"ZNF45"	3.41397713020306	9.81755299068443e-05	0.00155991929834201
"NA..579"	4.60512255914552	9.82561617671234e-05	0.00155991929834201
"ZNF789"	3.14624958351128	9.83228997256522e-05	0.00155991929834201
"RPL22"	3.0571337741199	9.86021065940719e-05	0.00156082812222489
"ICK"	3.36444201626288	9.86747350340326e-05	0.00156082812222489
"KLF7"	4.03212463463125	9.8975301554128e-05	0.00156159861922764
"ZWILCH"	4.10969671426541	9.90181423024129e-05	0.00156159861922764
"ZNF557"	3.7582399184001	9.96427176374786e-05	0.00156911370211292
"PGAP1"	3.81927016690595	0.000100514124462491	0.0015794310132308
