"SRR1554534"	"SRR1554536"	"SRR1554537"	"SRR1554539"	"SRR1554566"	"SRR1554568"
"B3GALT5.AS1"	100	68	48	80	218	62
"TSPEAR.AS2"	16	2	148	24	140	210
"MCM3AP.AS1"	138	24	2520	290	2540	3064
"BUD23"	4320	1166	5678	3744	6628	4930
"TRIM9"	17612	5026	17318	26598	14130	12146
"TXNRD3"	148	104	356	234	650	476
"UCN3"	8	0	0	4	0	4
"SIGLEC11"	10	4	32	16	32	36
"SLC2A13"	5412	1538	4330	24762	904	964
"LOC114224"	8	0	22	0	12	18
"LACTB"	634	252	1722	928	2362	1926
"NA..38"	3388	592	11568	8610	2344	5524
"EFHC1"	1256	510	4994	2316	5426	6456
"CGB1"	0	0	0	0	0	0
"CGB2"	0	0	0	0	0	2
"NLRP3"	422	86	116	512	138	120
"MAL2"	6568	1236	1758	21254	2492	2684
"SLC22A9"	236	78	0	228	0	0
"SNORD15B"	2	2	14	0	18	14
"TIRAP"	620	258	2240	764	1826	1778
"MIR155HG"	6	46	48	46	40	80
"ERMAP"	858	636	578	1254	2216	1870
"LRRC37B"	1178	496	6529	1440	7320	9061
"CYGB"	1558	388	266	1460	148	232
"CSPG4P1Y"	0	0	0	0	0	0
"TTTY3"	0	0	0	0	0	0
"TTTY4"	0	0	0	0	0	0
"CARD16"	52	112	8	92	4	8
"PGLYRP2"	0	0	0	0	0	0
"PGLYRP3"	0	0	0	0	0	0
"PKD1L2"	342	22	12	246	28	26
"BTBD9"	11806	1888	11352	15062	8644	8670
"LMTK3"	21782	2628	23836	17158	16914	15186
"CSMD2"	2878	354	28886	3652	9434	11174
"MBD6"	3756	1298	9878	2944	9726	10690
"XKR4"	408	42	3312	1106	998	1414
"GPRIN1"	8612	788	46734	9724	34164	25180
"CSMD3"	1414	418	15698	4494	2688	8160
"SLC25A25"	8810	1440	10804	7936	14248	9720
"STK11IP"	2660	596	5528	2536	7456	5322
"TUBGCP5"	2480	560	3524	4986	7230	4484
"KLHL32"	1918	878	14522	3794	2586	4884
"FMNL2"	12594	9966	50332	25446	49328	53322
"ELFN2"	15140	3854	37466	17980	38064	43638
"TMEM132B"	10526	2848	37468	20830	34298	32476
"PSMG3.AS1"	2822	1064	2444	3402	3466	2046
"SLITRK1"	7198	536	12434	13872	8350	13104
"ESCO1"	770	600	4940	1796	6696	4560
"CCDC85A"	8458	1070	7676	12154	1988	1616
"TMEM200A"	278	22	3736	1102	838	264
"MYSM1"	696	190	3842	2704	3318	3176
"RNF157"	25510	5648	13854	33886	15700	15438
"GALNT13"	2370	588	3670	5208	4456	2806
"GNRHR2"	2366	1390	10278	4302	12496	10793
"SORCS1"	4594	586	34734	10206	17482	23054
"KLHL29"	4222	400	4508	4254	10564	11460
"CROCCP3"	2018	687	10499	2935	10948	10057
"ZBED9"	0	0	0	0	0	0
"RHPN1"	8264	1748	4642	6616	9300	5360
"LENG8"	20388	5490	52856	15714	46836	53706
"PNMA5"	1878	322	618	1998	210	148
"PWWP2A"	1706	654	7792	2668	8300	6898
"SMYD4"	1348	530	5228	1642	6732	5833
"FHAD1"	128	28	50	186	198	60
"SLAMF6"	4	28	4	26	8	0
"OSBPL1A"	21400	5242	8098	37392	5520	4498
"OSBPL5"	3908	1098	18748	3388	13696	12608
"OSBPL6"	1852	802	8878	3690	4494	4566
"OSBPL7"	3118	944	4434	2282	5878	5254
"OSBPL8"	5380	2088	30828	16688	24862	32434
"OSBPL9"	2878	2142	8146	4126	11812	9514
"OSBPL10"	1608	108	3212	2306	6522	6766
"OSBPL11"	1178	670	7304	1854	8226	6698
"C1QTNF1"	1638	2364	266	1418	150	96
"C1QTNF2"	266	154	776	268	222	138
"C1QTNF3"	372	534	1208	554	2740	2534
"C1QTNF4"	6668	896	8988	6720	2468	2970
"C1QTNF5"	0	0	0	0	0	0
"C1QTNF6"	364	174	2416	298	1726	1030
"C1QTNF7"	114	238	54	206	80	58
"FBXO32"	1586	432	2074	2366	2844	3266
"TMEM123"	4224	6884	10954	6800	24128	16414
"EPB41L4A.AS1"	2154	1342	7200	2522	7050	4694
"SMIM19"	1014	1060	2086	2106	2082	1504
"GPRASP2"	10058	1210	13962	16626	15848	14100
"MRFAP1L1"	8573	2980	20933	10516	24290	19631
"TSGA13"	0	0	2	0	2	0
"PTPMT1"	2130	1494	2146	2110	2202	1510
"FLYWCH2"	2208	944	3806	1920	2600	1696
"WDR31"	518	180	684	810	874	674
"VASN"	1524	944	234	1006	396	220
"ZNF618"	808	532	6438	1052	13454	11880
"CGAS"	56	30	146	92	430	232
"SLC26A9"	72	26	4	120	2	4
"NT5C3B"	7084	2050	10810	7736	12182	8826
"CCDC124"	11302	3150	9166	7356	10008	6894
"HAUS1"	382	354	3540	406	5434	4484
"TNFRSF14.AS1"	36	30	10	57	14	15
"SLC26A7"	16	142	1910	8	372	426
"MARCHF3"	240	160	1146	112	2300	2848
"ZNF554"	1610	314	3172	1822	3680	2396
"ATG4A"	488	348	1484	744	1856	1530
"KCTD12"	4424	3470	131684	7736	49634	103086
"OMA1"	364	484	570	646	854	484
"DDIT4L"	354	670	36	266	36	18
"RAB42"	10	6	60	18	210	176
"SLC25A26"	2334	566	2320	2606	1872	1466
"FBXO17"	1376	634	1946	1034	2038	1310
"PCMTD1"	2608	1728	10694	5698	13582	13176
"GPR146"	598	538	498	394	192	150
"FCRL1"	0	26	0	6	0	0
"FCRL3"	12	14	6	10	152	178
"LRRC42"	674	374	4056	920	7490	4136
"GBP4"	898	478	308	1906	260	94
"GBP5"	54	100	12	130	4	4
"LRRC56"	716	198	982	560	642	440
"MALSU1"	1090	540	2026	1452	2196	1808
"UHRF2"	1576	708	12870	3274	19192	15438
"ZNF689"	946	144	3546	976	3774	3366
"FCHO2"	994	1156	13216	2960	8290	9836
"ARHGEF25"	21674	4124	15976	21016	14390	10242
"ZNF501"	164	280	3750	462	3882	3034
"TENT5B"	76	60	20	46	0	6
"SLC5A11"	2212	60	74	1300	110	102
"TNFRSF13C"	16	2	60	24	190	160
"KIR3DL3"	0	0	0	0	0	0
"NOSTRIN"	308	772	576	530	1206	632
"ALPK2"	0	0	4	22	42	16
"ARHGAP33"	14694	2856	69468	10268	70536	66486
"EVI5L"	19358	3390	20818	14518	20500	14458
"TRMT61A"	2794	1102	2860	2406	3402	2286
"RASGRP4"	66	0	158	46	146	164
"C12orf56"	6	0	12	4	12	38
"DIS3L"	3646	1752	5722	5674	6486	4662
"ARL11"	6	10	10	0	28	20
"FANCD2OS"	0	0	2	0	0	0
"IQCD"	140	58	374	138	942	648
"DHRS1"	954	520	3734	854	3020	2504
"WDFY2"	848	526	3674	1022	3930	3516
"RAB3C"	994	64	1854	3910	824	1380
"NXNL1"	22	24	0	14	4	22
"CTHRC1"	90	138	352	212	726	390
"TSR3"	3918	1418	3584	3386	4570	2730
"CCDC151"	668	268	260	386	554	370
"ZNF653"	2020	354	2534	1760	3380	2152
"RNF166"	1844	842	3274	1346	4264	2982
"RMI2"	208	68	1220	438	2866	1684
"OSR2"	0	0	0	0	0	4
"LRRC58"	1948	2224	11612	5322	10790	11414
"LYSMD3"	866	646	4514	2160	4040	4334
"BATF2"	162	142	12	38	18	4
"SLC22A12"	4	0	0	0	10	6
"DNTTIP1"	1516	590	3018	1208	4232	2634
"DIRC1"	0	0	0	0	0	0
"FOXP4"	7510	804	11838	4698	16024	15244
"ZNF526"	888	172	2616	870	3058	2236
"FMO9P"	0	0	0	0	0	0
"LRRC3B"	704	1660	8858	824	15364	10756
"KLHDC3"	37514	9454	24842	39224	18016	15212
"WDR92"	1040	194	2274	1168	2870	2322
"NUS1"	1352	820	7664	4698	6802	5740
"FAM210B"	2558	2458	5574	5114	7272	5940
"PHACTR3"	11958	5350	24120	10380	22428	22310
"CYYR1"	788	574	1326	952	2386	1916
"CMTM5"	1618	1108	60	1456	166	172
"TGM7"	0	0	0	2	0	0
"TM4SF19"	0	12	20	30	66	26
"FAM122A"	2622	770	3244	3044	3632	3246
"ZMYND19"	2332	586	4508	1824	6328	3988
"COX20"	462	440	2704	370	1444	1552
"ABHD15"	450	252	262	300	460	284
"TLCD1"	412	524	38	124	56	10
"GINM1"	1182	930	2566	1840	3640	3194
"MOGAT1"	8	4	2	6	10	0
"ACSM1"	36	26	52	12	22	30
"C8orf34"	340	76	1532	660	4386	4064
"PANX3"	20	4	0	16	2	12
"EXOC3.AS1"	538	226	538	416	595	462
"RBP7"	158	26	4	164	20	16
"SLC26A8"	318	114	782	526	428	616
"LYPD1"	558	960	1000	392	726	558
"IL22RA2"	0	0	0	0	0	0
"ZNF837"	188	82	518	182	830	434
"LINC01257"	122	4	8	120	18	10
"TM4SF18"	604	830	626	526	818	742
"RAB39B"	2272	532	5682	5384	4830	5060
"GRIN3A"	2580	122	1302	4256	364	260
"GRIN3B"	50	16	354	46	882	354
"TOP1MT"	1606	312	6114	1402	4698	4116
"OLIG1"	12684	11482	1530	8648	1804	1636
"CLNK"	0	0	0	0	0	4
"TSEN15"	1824	906	2674	2692	3546	3294
"NIBAN1"	298	468	224	406	458	400
"MAS1L"	0	0	0	0	0	0
"MRGPRD"	0	0	18	8	10	4
"APOA5"	0	0	2	6	2	0
"MRGPRE"	28	4	0	32	4	0
"MRGPRF"	452	596	104	248	152	144
"MRPL53"	1086	1078	1930	942	2732	1548
"MRPL54"	1340	830	1540	1660	898	514
"PPP1R27"	10	2	10	0	12	6
"N4BP2L2.IT2"	94	64	1082	270	866	1178
"RPL39L"	298	156	1282	330	942	920
"HSPA12B"	1850	474	1194	1164	1856	1052
"CNTROB"	3240	768	14682	2336	23802	17180
"SNAP47"	5702	1300	8258	6882	7706	5596
"LEAP2"	56	16	284	36	408	290
"SLC18B1"	2864	3148	2120	2616	2188	2830
"LRG1"	6	18	12	6	30	32
"MED12L"	2146	302	2528	5194	1950	2080
"CLRN1.AS1"	14	2	18	18	40	20
"SNORD139"	26	4	72	6	114	84
"SNORD83A"	2	0	22	8	16	22
"SNORD83B"	20	30	56	32	84	50
"WDR17"	4338	1478	10360	12154	9626	10630
"ART5"	16	4	26	4	40	80
"ACAP3"	28840	7134	43354	26102	62056	45054
"ARAP2"	5278	2700	2116	14294	1102	1270
"ARAP1"	6848	3220	7764	4486	11512	10888
"AGAP2"	66362	8754	38460	60804	19634	18806
"AGAP1"	7426	1168	27870	9682	14024	22080
"AGAP3"	49806	9730	45976	36508	41148	31756
"TADA1"	1880	450	6008	2958	5510	5688
"CATSPER1"	12	2	8	6	4	12
"THEM4"	1300	372	436	1634	816	694
"NA..39"	4	0	0	6	0	8
"DACH2"	306	114	258	1058	506	250
"CATSPER2"	758	260	712	1444	716	714
"SCGB3A2"	0	0	0	0	0	0
"SH2D1B"	156	56	0	348	6	2
"DCD"	0	0	0	0	0	0
"WFIKKN1"	366	118	326	142	830	340
"RAB3IP"	3978	2510	6228	6694	6902	5968
"SSX2IP"	7300	2484	27936	24440	16618	14574
"MRGPRX2"	0	0	0	0	0	0
"MRGPRX3"	0	0	0	8	0	0
"MRGPRX4"	0	0	0	0	0	0
"PLAAT5"	610	172	534	906	168	138
"FTSJ3"	3244	1278	10382	2696	14088	9132
"SLC16A10"	58	38	256	150	620	218
"GALNT15"	4240	924	592	3256	644	400
"IP6K3"	244	10	6	294	46	0
"DEFB118"	0	0	0	0	0	0
"CIB3"	2	0	0	0	2	4
"TAGAP"	306	94	510	462	418	274
"TMC1"	38	48	16	50	28	16
"TMC2"	124	32	540	130	3278	3012
"RLN3"	0	0	0	0	0	0
"TWIST2"	108	22	4	142	4	4
"PARD3B"	182	166	1050	206	2470	1668
"RFFL"	2634	712	8235	3088	9372	9462
"ZNF354B"	329	182	3327	906	3262	3295
"NA..40"	6	8	60	2	42	110
"TRIM6"	36	30	56	18	66	80
"LINC00161"	14	2	18	0	8	12
"UBE2J2"	4692	1612	7480	3658	8468	5774
"PCAT4"	0	0	0	0	0	0
"BORCS5"	878	278	1184	1262	1454	1036
"OLFM3"	3934	350	4494	13296	1864	3694
"ANTXR2"	274	434	5336	480	11618	7258
"MUCL1"	20	0	0	32	0	0
"RPL29P2"	0	0	0	0	0	0
"RPL23AP7"	156	88	1031	228	990	705
"GPR62"	724	104	310	796	260	142
"EXOSC6"	1906	204	4532	2660	3982	2804
"C10orf71"	0	0	0	2	4	0
"PRAP1"	56	50	166	262	204	62
"ZNF511"	1118	466	1288	970	1616	1146
"CHCHD1"	1502	830	2576	1586	2924	2112
"MSS51"	312	50	862	378	1010	936
"CFAP70"	138	124	78	256	242	100
"C10orf90"	524	180	18	598	12	6
"BTBD16"	42	4	6	40	8	2
"FAM24A"	4	0	0	0	0	0
"PSTK"	398	166	916	842	610	560
"ZNF488"	3230	260	3462	2728	610	518
"PIK3AP1"	102	120	440	156	336	192
"MORN4"	4072	1226	8548	4944	7582	7304
"ZFYVE27"	8922	1960	14664	9634	15990	13784
"MMP21"	8	2	24	8	82	42
"COMTD1"	424	178	2590	322	1520	1728
"FRA10AC1"	4754	2566	6222	5912	5844	5366
"ANKRD22"	0	0	0	0	4	0
"SFXN2"	212	114	1762	316	3538	3380
"PDZD8"	2536	828	8102	4818	7782	7240
"AGAP4"	120	92	627	244	906	558
"BORCS7"	1024	1740	4249	3464	3816	3012
"LYZL2"	0	0	0	0	0	0
"NUDT9P1"	44	28	64	136	24	56
"AGAP11"	216	224	164	270	82	88
"GSTO2"	300	86	236	460	306	144
"SFR1"	176	220	1060	328	1390	976
"CALHM3"	30	10	26	10	20	8
"CLRN3"	32	0	12	12	0	0
"ANAPC16"	2416	2686	6066	3472	7400	5783
"PNLIPRP3"	2	0	0	4	0	0
"SFXN4"	1056	640	2432	1642	2774	2002
"CPXM2"	376	200	32	290	860	6
"OR52E2"	0	0	0	0	0	0
"OR52J3"	0	0	0	0	0	2
"OR51L1"	0	0	0	0	0	0
"OR51A7"	0	0	0	0	0	0
"OR51S1"	0	0	0	0	0	0
"OR51F2"	0	0	0	0	0	0
"OR52R1"	0	0	0	0	0	0
"C11orf74"	670	412	2036	1670	2768	2428
"OR4C46"	0	0	0	0	0	0
"OR4X2"	0	0	0	0	0	0
"OR4B1"	0	0	0	0	0	0
"OR52M1"	0	0	0	0	0	0
"OR52K2"	0	0	0	0	0	0
"OR5P2"	0	0	0	0	0	0
"OR5P3"	0	0	0	0	0	0
"LARGE2"	8	6	42	2	658	144
"SLC36A4"	708	404	3662	2602	3862	4388
"FAT3"	4382	1116	103536	10576	36694	40072
"TRIM64"	0	0	0	0	0	0
"TMEM45B"	78	200	160	74	158	88
"CYP2R1"	312	276	1776	636	2956	2088
"DBX1"	0	0	0	0	0	0
"COLCA2"	236	290	180	228	58	40
"PIH1D2"	40	72	82	140	210	224
"NXPE1"	2	0	0	0	0	0
"NXPE2"	10	4	78	20	32	60
"JAML"	30	42	14	46	16	16
"DNAJC24"	1044	576	1916	2150	2950	2642
"ARL14EP"	1852	600	6188	3916	5542	4496
"OR8I2"	0	0	0	0	0	0
"OR2D3"	0	0	0	4	0	0
"OR2D2"	2	0	2	4	4	0
"OR52W1"	0	0	4	12	6	22
"OR56A4"	0	0	0	0	0	0
"OR56A1"	0	0	0	0	0	0
"TRIM51GP"	4	0	0	0	0	0
"DEPDC4"	2	18	120	40	146	106
"LRRK2"	2164	1650	1204	6998	748	660
"CCDC38"	16	18	50	20	44	62
"TMEM52B"	44	16	28	110	18	16
"FAM186A"	34	0	24	4	14	36
"C12orf45"	206	186	1214	324	1176	574
"OR10P1"	0	0	0	0	0	0
"SDR9C7"	18	2	54	12	44	26
"LRIG3"	254	120	2000	234	4882	4304
"TMEM132D"	5976	426	2974	9536	3808	2040
"SLC15A4"	1484	732	3538	1814	3602	2930
"RHEBL1"	672	70	106	764	348	172
"C12orf54"	52	16	4	44	18	4
"ZNF641"	1746	952	11046	3492	9870	9960
"OR10AD1"	8	16	12	46	8	8
"TPH2"	38	0	8	238	14	4
"SP7"	144	82	20	84	12	6
"GTSF1"	4	8	4	10	0	4
"OR10A7"	0	0	0	0	0	0
"KRT74"	0	0	0	4	0	0
"NEDD1"	270	390	2718	394	5248	3056
"SLC9A7P1"	660	8	166	1266	134	62
"IKBIP"	138	228	782	244	2222	1284
"H4.16"	48	8	86	62	64	46
"ERP27"	4	6	8	14	4	0
"FGD4"	1482	1714	18796	2426	13355	17992
"AEBP2"	1720	1250	6782	3456	7670	6664
"ASCL4"	0	0	0	0	0	0
"BTBD11"	2358	476	42	3076	194	36
"SPIC"	0	0	0	0	0	2
"ANO4"	1678	340	3622	3110	3848	5270
"ALKBH2"	928	334	3176	748	3646	2366
"FOXN4"	30	8	3352	14	4562	4416
"SPPL3"	6020	2142	15472	8546	14210	12376
"TEX29"	458	248	14	434	50	14
"NRAD1"	48	0	2	58	4	0
"METTL21EP"	80	30	58	212	48	46
"CSNK1A1L"	4	2	68	12	58	50
"RXFP2"	10	12	6	12	0	0
"TEX26"	118	62	86	112	154	82
"SLAIN1"	6124	2374	14500	9284	13084	11886
"PRR20A"	0	0	0	0	0	0
"SPACA7"	0	0	0	0	0	0
"TDRD9"	596	66	200	416	222	198
"ANKRD9"	4032	838	502	2400	678	548
"AK7"	168	16	64	334	444	108
"IFI27L1"	874	630	784	692	1946	836
"C14orf28"	310	264	814	784	822	772
"TRAPPC6B"	4476	1068	13090	15506	10440	10488
"CLBA1"	1386	570	1736	2022	2926	1270
"PLD4"	246	22	342	132	270	138
"ADSS1"	570	296	56	562	448	314
"RNASE11"	0	0	0	0	0	0
"TPPP2"	4	24	8	0	12	10
"RNASE8"	0	0	0	0	4	0
"MRPL52"	1466	1174	3702	1614	3999	3282
"PSMB11"	0	0	0	0	0	2
"OR4K14"	0	0	0	0	0	0
"OR4L1"	0	0	0	0	0	0
"OR11H6"	0	0	0	0	0	0
"LRR1"	68	62	754	112	1410	910
"KLHDC1"	896	290	942	1626	532	810
"FRMD6"	1318	1224	1852	2846	2602	1986
"SOCS4"	1232	1122	8958	2920	9586	9144
"NAA30"	3060	1112	11004	7810	9410	8824
"GPHB5"	0	0	6	0	0	2
"NOXRED1"	44	18	310	124	380	242
"JDP2"	3654	872	260	2778	682	302
"ISCA2"	1106	744	2122	1478	1668	1534
"ACOT4"	272	106	50	492	58	4
"TTC8"	1378	726	960	3106	1906	1148
"TC2N"	464	152	962	1244	1076	200
"SLC24A4"	3140	466	60	5632	376	30
"SLC25A29"	5896	2926	19198	5246	27362	19470
"DEGS2"	480	686	90	460	114	74
"KLHL33"	20	2	0	28	28	16
"LEO1"	2002	616	7714	2928	10846	9468
"C15orf40"	614	398	2414	1088	2502	2306
"SENP8"	230	78	934	366	560	530
"MTFMT"	788	334	1590	1294	1854	1392
"SLC51B"	104	82	28	58	32	10
"TARS3"	3820	1498	4038	5152	5984	4936
"HIGD2B"	4	4	0	0	0	0
"LRRC28"	572	170	2034	1100	1374	1562
"TMEM266"	1252	190	930	1240	374	310
"NIPA1"	14144	4122	16388	25940	15794	16004
"AGBL1"	36	0	18	38	70	50
"HYKK"	84	74	124	220	84	44
"WHAMM"	1390	520	2402	1802	2424	2192
"FSD2"	12	0	18	2	44	26
"PLA2G4E"	0	4	6	10	4	0
"C16orf46"	890	192	780	1104	848	648
"NTAN1"	1662	940	2144	1958	1546	1572
"FOPNL"	2052	1072	4124	3484	5108	3520
"NA..41"	154	18	694	172	116	122
"DNAAF1"	660	90	130	596	470	176
"ACSM2A"	0	0	0	0	0	0
"DCUN1D3"	524	150	1902	816	1724	1718
"NRN1L"	104	110	40	40	66	70
"CMTM3"	256	416	1916	224	3274	2174
"C16orf78"	0	0	4	0	6	0
"SPATA2L"	2426	836	1378	2400	1806	1336
"SPATA33"	826	152	1640	698	2240	1372
"NOXO1"	354	60	1034	278	686	668
"CCDC78"	740	354	3016	604	2102	1736
"ANKRD26P1"	48	0	78	4	2	0
"IQCK"	1910	3840	1606	2376	2252	1366
"ZG16B"	4	4	4	12	4	0
"PRSS30P"	124	136	238	50	206	206
"PAQR4"	6348	1022	5758	4930	5996	4834
"ZC3H18"	6510	1248	16352	4838	19292	15780
"GPR139"	0	0	826	0	180	342
"CDYL2"	990	38	716	1748	534	1172
"ANKS3"	2682	1040	5788	2240	8386	5716
"UBALD1"	6844	1116	3624	4686	2342	2382
"SEPTIN12"	78	14	78	38	50	130
"ZNF720"	452	278	882	904	1233	1068
"TMEM219"	3822	5094	4120	3216	5154	3426
"EARS2"	2994	766	6054	4352	6192	5124
"SNX20"	36	58	30	56	32	62
"TMEM170A"	444	204	1030	542	1658	1288
"METTL23"	546	448	1560	674	1564	1528
"HSF5"	2	4	20	6	42	16
"OR4D2"	0	0	0	0	0	0
"MSI2"	2958	2868	4822	1932	6096	6106
"SLC38A10"	5134	2064	8856	4176	9834	6798
"CANT1"	3456	856	7102	3756	9484	6824
"USH1G"	4	4	6	4	14	10
"CD300LB"	12	0	0	14	4	0
"KIF19"	1372	100	164	422	402	186
"ZPBP2"	0	0	0	0	4	0
"CYB5D1"	2504	758	6184	2896	5834	6536
"OVCA2"	578	54	490	356	374	470
"MYL6P5"	24	14	58	12	42	48
"USP43"	1726	314	236	2108	1398	890
"KRBA2"	184	118	5636	436	5462	4014
"C17orf64"	4	0	2	4	4	0
"SPATA32"	30	0	44	2	14	14
"HEXIM2"	96	28	200	64	96	160
"LSM12"	978	210	2380	1004	1368	1830
"CCDC43"	2448	770	3754	3446	4622	3170
"CNTD1"	126	48	234	172	350	348
"TMEM132E"	1894	358	220	1544	262	202
"WFIKKN2"	84	86	282	90	11412	658
"FLJ40194"	0	0	0	0	0	0
"B4GALNT2"	0	0	0	0	0	0
"SPACA3"	0	0	6	0	6	0
"RSKR"	1696	590	7613	2226	6870	7162
"SEZ6"	6234	942	76804	7570	69462	82644
"ANKRD13B"	7312	1410	34354	5644	33356	33208
"SLC43A2"	5030	1206	5838	5160	6448	4728
"CYB5D2"	3098	544	3434	3860	2995	2508
"C17orf49"	936	600	3830	852	3888	2888
"ZFP3"	998	490	5372	1668	5084	5098
"GGT6"	2	0	0	0	0	2
"SPNS2"	9170	952	3496	5896	5998	2998
"EFCAB13"	102	14	920	178	692	786
"MRPL10"	2520	610	3308	2198	2298	2680
"WDR81"	3174	868	5732	2420	6562	4444
"RN7SK"	92	192	434	134	176	86
"TBC1D16"	2180	1654	14338	1858	12098	9554
"AFMID"	2534	422	2314	2184	2516	1392
"GJD3"	182	46	194	250	160	144
"KRT222"	2826	226	754	6614	1056	962
"KRT40"	14	4	0	8	0	2
"SNHG29"	6026	9836	78772	7314	62792	52066
"ZSWIM7"	752	758	1862	1186	4358	3280
"MIEF2"	1908	466	4390	1768	3886	2856
"SLC5A10"	36	8	22	28	12	4
"FAM210A"	884	498	3490	1688	3398	2580
"LOXHD1"	268	14	42	372	4	14
"INO80C"	758	314	1342	1138	1838	996
"TTC39C"	1421	312	3928	2811	3620	4379
"DIPK1C"	1128	1324	1854	1038	1050	676
"CLDND2"	86	72	110	72	148	62
"ZNF816"	116	76	672	346	832	456
"ZNF543"	482	114	4052	484	3842	3420
"CEACAM20"	0	0	0	0	0	4
"RAVER1"	2960	1014	8154	1950	10710	8126
"OR7D4"	0	0	0	0	0	0
"OR7G1"	0	0	0	0	0	0
"OR1M1"	0	0	0	0	0	0
"COX6B2"	4	14	144	8	90	80
"CALR3"	0	4	4	0	0	0
"ACER1"	0	0	2	8	0	0
"MICOS13"	4654	2050	2646	3566	1736	1252
"MBD3L2"	0	1	0	0	0	0
"TRAPPC5"	3124	1218	2552	3694	1182	1324
"PCP2"	8	0	84	2	32	44
"OSCAR"	284	40	172	62	102	76
"ZNF813"	54	26	938	120	1446	1442
"ZNF441"	764	378	4430	2816	3480	4096
"ZNF491"	128	74	2330	314	4416	3558
"ZNF440"	384	160	3100	1286	4978	4674
"SWSAP1"	112	70	180	142	166	174
"CCDC159"	1398	702	542	1144	1034	730
"JOSD2"	1660	998	1308	1212	1302	868
"IZUMO2"	18	8	10	24	14	56
"CPT1C"	10220	1614	21180	9428	19714	18098
"ALDH16A1"	1098	410	1882	520	4000	2400
"NTN5"	200	100	34	144	62	112
"NLRP13"	0	0	0	0	0	0
"NLRP8"	0	0	0	0	0	0
"NLRP5"	0	0	0	0	0	4
"ZNF787"	2384	1032	2624	1904	3412	2374
"ZNF573"	194	84	2582	400	1970	1660
"WDR88"	122	20	284	238	476	348
"TMIGD2"	56	8	16	16	22	8
"EID2B"	1544	326	2390	1708	2486	2146
"TNFAIP8L1"	4294	1040	4144	5353	4256	2465
"ZNF57"	196	78	776	574	1180	852
"IRGQ"	9608	1938	33964	12370	29514	28541
"ZNF428"	4768	1836	16464	2808	14772	11666
"JSRP1"	28	10	10	8	6	4
"MOB3A"	2192	1188	9567	1714	10862	7918
"MFSD12"	6080	1152	6624	4386	6040	4602
"GIPC3"	106	72	228	136	312	114
"NDUFA11"	6120	2810	8054	6006	4078	3952
"MISP"	20	18	58	40	116	82
"LRRC25"	26	8	20	24	40	34
"OR1I1"	2	0	0	0	0	0
"WTIP"	1002	964	1086	1014	1786	1550
"ZNF792"	148	34	1822	146	1388	1458
"NR2C2AP"	600	168	2618	416	3016	2322
"HSPB6"	4128	1928	352	2142	174	272
"CCDC105"	0	0	0	4	10	4
"CYP4F22"	4	0	0	0	0	0
"RINL"	680	294	290	716	1012	798
"FBXO27"	3204	592	642	3190	260	332
"PLK5"	530	310	426	216	500	440
"C19orf47"	1330	522	3244	1166	3344	2704
"LINC00661"	0	0	0	0	0	0
"OR10H4"	0	0	0	0	0	0
"ANKLE1"	212	106	1252	182	1180	1274
"C2CD4C"	5138	2184	3490	5128	3420	2066
"GABPB2"	394	244	1902	488	1412	1374
"TCHHL1"	0	0	0	0	0	0
"RPTN"	0	0	0	0	0	0
"CCDC163"	632	482	784	206	166	162
"TDRD10"	94	42	62	136	62	48
"SHE"	656	394	458	906	674	468
"KDF1"	96	0	26	14	8	8
"CCSAP"	8300	1446	54056	20626	38186	42354
"LRRC38"	240	20	4	236	4	0
"AADACL3"	0	0	0	0	0	0
"PUSL1"	660	254	948	626	992	814
"B3GALT6"	3676	744	7770	3128	8636	5476
"WDR63"	32	12	0	38	178	0
"KLHDC9"	1654	562	222	1756	444	374
"AXDND1"	10	0	22	8	12	44
"MAB21L3"	20	4	2	14	12	24
"IFFO2"	3670	1060	3996	4352	1702	2546
"H3C14"	0	0	4	1	2	6
"SLC44A3"	426	542	88	276	142	46
"ATXN7L2"	1732	490	3648	1648	5300	3780
"C1orf194"	144	128	286	132	270	244
"LYPLAL1"	912	856	1588	1636	1724	1418
"OR2M5"	0	0	0	0	0	0
"OR2M3"	4	0	0	2	0	0
"OR2T12"	0	0	0	2	0	0
"OR14C36"	4	0	0	0	0	0
"OR2T34"	0	0	0	0	0	0
"OR2T10"	4	0	0	4	0	0
"OR2T4"	0	0	4	0	4	0
"OR2T11"	0	0	0	0	0	0
"ATP6V1G3"	0	0	12	0	8	6
"ASB17"	0	0	0	2	0	4
"TYW3"	2198	606	1078	4248	1754	1252
"ERICH3"	7558	480	4840	13644	2624	1648
"LRRIQ3"	8	6	46	14	28	40
"TPRG1L"	17980	3528	4370	24250	3886	2890
"PRXL2B"	9116	1950	5480	7092	7790	5542
"MYOM3"	2	0	0	4	4	0
"DMBX1"	0	0	0	0	4	0
"OR10J5"	0	0	0	0	0	0
"TMCO2"	0	2	8	0	2	0
"ZNF684"	348	158	472	356	1248	1088
"TCEANC2"	724	440	2208	714	3076	2376
"PODN"	844	530	324	328	348	176
"LRRC39"	190	72	616	362	558	588
"GJB4"	36	0	4	12	0	0
"HMGB4"	0	0	6	0	6	0
"RNF19B"	3104	406	9404	3742	7080	6388
"DCST2"	116	36	158	28	148	96
"DNAH14"	112	50	396	252	1312	1066
"OR2B11"	0	0	0	0	0	0
